id,Exited
15000,0.06868208246575726
15001,0.011133866211873374
15002,0.05898024446128974
15003,0.5311705159405933
15004,0.028112457611194745
15005,0.1990561545851929
15006,0.02073362057409527
15007,0.033945260326110636
15008,0.03046999208632149
15009,0.013750485313163566
15010,0.0337405670701811
15011,0.9889822338053054
15012,0.029452549649347366
15013,0.1575070886121458
15014,0.04314983091060216
15015,0.007013403628554027
15016,0.044827479353940505
15017,0.008468275542198117
15018,0.552165967261413
15019,0.01855658253655497
15020,0.006955765727005938
15021,0.009942642241029497
15022,0.9844807705370592
15023,0.2879334824669489
15024,0.011195109663748733
15025,0.649294462908563
15026,0.734092182854478
15027,0.012372984686424157
15028,0.11304093568256038
15029,0.6964524802523924
15030,0.6360035832753749
15031,0.31554227504395804
15032,0.08369958027752458
15033,0.2282522827839624
15034,0.6970613766172595
15035,0.038110564636976436
15036,0.012420423573803293
15037,0.5914146540112559
15038,0.0536832616723681
15039,0.017888850813226387
15040,0.2725938176376455
15041,0.004584763742130916
15042,0.007024685396802306
15043,0.018250093480799718
15044,0.0038154141602845075
15045,0.02747967882261065
15046,0.3270637368251947
15047,0.8919076154620859
15048,0.008376579732811041
15049,0.5030095730640223
15050,0.023024862659374926
15051,0.04027222349700072
15052,0.022615384384691926
15053,0.4647563177753967
15054,0.21058703832533868
15055,0.015008930054848157
15056,0.005807701825198078
15057,0.986022382032938
15058,0.8428629256361072
15059,0.13215394131850958
15060,0.005339830586449345
15061,0.0058200459645402335
15062,0.7735456225261406
15063,0.8393183552524826
15064,0.014052900871993259
15065,0.018813458537439636
15066,0.01944729276073445
15067,0.9784767972335662
15068,0.9387080164917414
15069,0.017758285820880692
15070,0.8859771980998479
15071,0.015400943376213888
15072,0.6069949320991213
15073,0.664896132750987
15074,0.011527877410222046
15075,0.011550112450851217
15076,0.004844101237311911
15077,0.023237130003281068
15078,0.005332647312801827
15079,0.08300218300218881
15080,0.8785816475706308
15081,0.05548677999443519
15082,0.10344125942170704
15083,0.054915928984741756
15084,0.006540438678448004
15085,0.015062386672896652
15086,0.6628879413394501
15087,0.004132697140895909
15088,0.014081838400792742
15089,0.03339941045971279
15090,0.014441965630529626
15091,0.011270049159995452
15092,0.0066821696308248515
15093,0.058926158470976375
15094,0.011782047395247856
15095,0.014358196483548193
15096,0.43345974897143924
15097,0.006620580628708432
15098,0.011169999154206354
15099,0.22771996187809454
15100,0.007652195282499545
15101,0.8176935919315517
15102,0.6208291789347558
15103,0.41299524167687984
15104,0.262471679723127
15105,0.04481521017828406
15106,0.07208164071117888
15107,0.9831769860611164
15108,0.01937010406118843
15109,0.009413986024123792
15110,0.24214863617821808
15111,0.01910258753969862
15112,0.23284792742841526
15113,0.015187100927098842
15114,0.021347853491990327
15115,0.019735828598211675
15116,0.005235618188127049
15117,0.9690111133037699
15118,0.03832704543275457
15119,0.11217818191903413
15120,0.010037114771208226
15121,0.15215727240462257
15122,0.01579011738295747
15123,0.019879830568827788
15124,0.28065141825762663
15125,0.007467772268031046
15126,0.8770749540295267
15127,0.006485237320037879
15128,0.039714350478809744
15129,0.09951288180801694
15130,0.0031717674294730836
15131,0.8531764956031581
15132,0.051655134083692586
15133,0.0630564937021525
15134,0.004366148660271243
15135,0.5899735765091692
15136,0.6482191166873913
15137,0.1438443454869042
15138,0.07478244725641614
15139,0.0077709384276222725
15140,0.010361754049851239
15141,0.925335653252603
15142,0.004536018325078363
15143,0.9107579630884113
15144,0.3318257691990449
